filename,vertex,edge,density,TRD_number,time(miliseconds),is_feasible,is_connected,number_of_components,status
brock200-4.txt,200,13089,0.65774,6.0,67135.00,True,True,0,OPTIMAL
sanr400-0-7.txt,400,55869,0.70011,6.0,303552.00,True,True,0,BEST FOUND
hamming6-4.txt,64,704,0.34921,8.0,5188.00,True,True,0,OPTIMAL
hamming6-2.txt,64,1824,0.90476,4.0,259.00,True,True,0,OPTIMAL
p-hat500-2.txt,500,62946,0.50458,8.0,302804.00,True,True,0,BEST FOUND
brock400-1.txt,400,59723,0.74841,6.0,302576.00,True,True,0,BEST FOUND
c-fat500-5.txt,500,23191,0.18590,16.0,301228.00,True,True,0,BEST FOUND
c-fat200-5.txt,200,8473,0.42578,7.0,15833.00,True,True,0,OPTIMAL
keller4.txt,171,9435,0.64912,4.0,848.00,True,True,0,OPTIMAL
gen200-p0-9-44.txt,200,17910,0.90000,4.0,8566.00,True,True,0,OPTIMAL
MANN-a9.txt,45,918,0.92727,4.0,600.00,True,True,0,OPTIMAL
san200-0-9-1.txt,200,17910,0.90000,4.0,9524.00,True,True,0,OPTIMAL
brock400-2.txt,400,59786,0.74920,6.0,302705.00,True,True,0,BEST FOUND
johnson16-2-4.txt,120,5460,0.76471,6.0,58196.00,True,True,0,OPTIMAL
san400-0-7-2.txt,400,55860,0.70000,6.0,302460.00,True,True,0,BEST FOUND
san400-0-7-1.txt,400,55860,0.70000,6.0,302474.00,True,True,0,BEST FOUND
san400-0-5-1.txt,400,39900,0.50000,8.0,301545.00,True,True,0,BEST FOUND
san200-0-9-2.txt,200,17910,0.90000,4.0,11252.00,True,True,0,OPTIMAL
C125-9.txt,125,6963,0.89845,4.0,1641.00,True,True,0,OPTIMAL
c-fat500-10.txt,500,46627,0.37376,8.0,301891.00,True,True,0,BEST FOUND
C250-9.txt,250,27984,0.89908,4.0,20082.00,True,True,0,OPTIMAL
sanr200-0-7.txt,200,13868,0.69688,6.0,134219.00,True,True,0,OPTIMAL
gen400-p0-9-75.txt,400,71820,0.90000,4.0,94590.00,True,True,0,OPTIMAL
hamming8-2.txt,256,31616,0.96863,4.0,11306.00,True,True,0,OPTIMAL
C500-9.txt,500,112332,0.90046,4.0,209817.00,True,True,0,OPTIMAL
MANN-a27.txt,378,70551,0.99015,4.0,175874.00,True,True,0,OPTIMAL
p-hat700-2.txt,700,121728,0.49756,8.0,305533.00,True,True,0,BEST FOUND
san200-0-9-3.txt,200,17910,0.90000,4.0,11074.00,True,True,0,OPTIMAL
c-fat500-2.txt,500,9139,0.07326,40.0,301081.00,True,True,0,BEST FOUND
brock200-2.txt,200,9876,0.49628,8.0,300463.00,True,True,0,BEST FOUND
gen400-p0-9-55.txt,400,71820,0.90000,4.0,86736.00,True,True,0,OPTIMAL
johnson8-4-4.txt,70,1855,0.76812,4.0,3555.00,True,True,0,OPTIMAL
brock200-1.txt,200,14834,0.74543,6.0,228165.00,True,True,0,OPTIMAL
c-fat200-1.txt,200,1534,0.07709,37.0,300592.00,True,True,0,BEST FOUND
gen200-p0-9-55.txt,200,17910,0.90000,4.0,8784.00,True,True,0,OPTIMAL
c-fat500-1.txt,500,4459,0.03574,80.0,300530.00,True,True,0,BEST FOUND
p-hat700-1.txt,700,60999,0.24933,18.0,302442.00,True,True,0,BEST FOUND
brock800-3.txt,800,207333,0.64873,8.0,332465.00,True,True,0,BEST FOUND
brock400-3.txt,400,59681,0.74788,6.0,302035.00,True,True,0,BEST FOUND
sanr200-0-9.txt,200,17863,0.89764,4.0,9552.00,True,True,0,OPTIMAL
san200-0-7-2.txt,200,13930,0.70000,6.0,72264.00,True,True,0,OPTIMAL
san200-0-7-1.txt,200,13930,0.70000,4.0,7286.00,True,True,0,OPTIMAL
keller5.txt,776,225990,0.75155,4.0,381331.00,True,True,0,BEST FOUND
brock800-4.txt,800,207643,0.64970,8.0,328287.00,True,True,0,BEST FOUND
brock800-2.txt,800,208166,0.65133,8.0,321368.00,True,True,0,BEST FOUND
san400-0-9-1.txt,400,71820,0.90000,4.0,97682.00,True,True,0,OPTIMAL
sanr400-0-5.txt,400,39984,0.50105,10.0,301339.00,True,True,0,BEST FOUND
c-fat200-2.txt,200,3235,0.16256,18.0,300836.00,True,True,0,BEST FOUND
p-hat1000-1.txt,1000,122253,0.24475,20.0,306271.00,True,True,0,BEST FOUND
p-hat500-3.txt,500,93800,0.75190,6.0,303230.00,True,True,0,BEST FOUND
brock400-4.txt,400,59765,0.74893,6.0,302168.00,True,True,0,BEST FOUND
johnson8-2-4.txt,28,210,0.55556,6.0,174.00,True,True,0,OPTIMAL
san1000.txt,1000,250500,0.50150,8.0,394123.00,True,True,0,BEST FOUND
san400-0-7-3.txt,400,55860,0.70000,6.0,302338.00,True,True,0,BEST FOUND
p-hat700-3.txt,700,183010,0.74805,6.0,308074.00,True,True,0,BEST FOUND
brock200-3.txt,200,12048,0.60543,6.0,123267.00,True,True,0,OPTIMAL
johnson32-2-4.txt,496,107880,0.87879,6.0,305879.00,True,True,0,BEST FOUND
gen400-p0-9-65.txt,400,71820,0.90000,4.0,94870.00,True,True,0,OPTIMAL
brock800-1.txt,800,207505,0.64926,8.0,330909.00,True,True,0,BEST FOUND
hamming8-4.txt,256,20864,0.63922,4.0,2595.00,True,True,0,OPTIMAL
p-hat1000-2.txt,1000,244799,0.49009,10.0,313594.00,True,True,0,BEST FOUND
p-hat300-3.txt,300,33390,0.74448,6.0,301239.00,True,True,0,BEST FOUND
662_bus.txt,662,906,0.00414,423.0,123553.00,True,True,0,OPTIMAL
add20.txt,2395,7462,0.00260,790.0,2579.00,True,True,0,OPTIMAL
ash292.txt,292,958,0.02255,102.0,301857.00,True,True,0,BEST FOUND
ash85.txt,85,219,0.06134,35.0,6643.00,True,True,0,OPTIMAL
bcspwr01.txt,39,46,0.06208,30.0,75.00,True,True,0,OPTIMAL
bcspwr02.txt,49,59,0.05017,33.0,45.00,True,True,0,OPTIMAL
bcspwr03.txt,118,179,0.02593,69.0,1046.00,True,True,0,OPTIMAL
bcspwr04.txt,274,669,0.01789,140.0,271.00,True,True,0,OPTIMAL
bcspwr05.txt,443,590,0.00603,293.0,9410.00,True,True,0,OPTIMAL
bcspwr06.txt,1454,1923,0.00182,950.0,302062.00,True,True,0,BEST FOUND
bcspwr07.txt,1612,2106,0.00162,1048.0,81451.00,True,True,0,OPTIMAL
bcsstk01.txt,48,176,0.15603,16.0,1363.00,True,True,0,OPTIMAL
bcsstk02.txt,66,2145,1.00000,3.0,210.00,True,True,0,OPTIMAL
bcsstk03.txt,112,264,0.04247,56.0,305099.00,True,False,2,BEST FOUND
bcsstk04.txt,132,1758,0.20333,16.0,5928.00,True,True,0,OPTIMAL
bp___200.txt,822,3788,0.01123,211.0,21196.00,True,True,0,OPTIMAL
bp___400.txt,822,4015,0.01190,203.0,21865.00,True,True,0,OPTIMAL
bp_____0.txt,822,3260,0.00966,246.0,12151.00,True,True,0,OPTIMAL
can__144.txt,144,576,0.05594,30.0,636.00,True,True,0,OPTIMAL
can__161.txt,161,608,0.04720,50.0,301543.00,True,True,0,BEST FOUND
can__187.txt,187,652,0.03749,62.0,301520.00,True,True,0,BEST FOUND
can__229.txt,229,774,0.02965,78.0,170063.00,True,True,0,OPTIMAL
can__256.txt,256,1330,0.04075,32.0,330.00,True,True,0,OPTIMAL
can___24.txt,24,68,0.24638,8.0,9.00,True,True,0,OPTIMAL
can___61.txt,61,248,0.13552,12.0,23.00,True,True,0,OPTIMAL
can___62.txt,62,78,0.04125,44.0,598.00,True,True,0,OPTIMAL
can___73.txt,73,152,0.05784,32.0,2443.00,True,True,0,OPTIMAL
can___96.txt,96,336,0.07368,32.0,226893.00,True,True,0,OPTIMAL
cavity01.txt,317,4237,0.08459,18.0,252.00,True,True,0,OPTIMAL
cavity02.txt,317,4237,0.08459,18.0,271.00,True,True,0,OPTIMAL
